year,category,occupation,count_all,avg_salary
1960,"Corporate","Receptionists and Information Clerks",267680,10240.273536010769
1960,"Corporate","Insurance Sales Agents",411180,47829.487440400895
1960,"Arts, Design, Entertainment, Sports, and Media","Editors, News Analysts, Reporters, and Correspondents",127620,38702.28431034483
1960,"Corporate","Reservation and Transportation Ticket Agents and Travel Clerks",89920,33332.691705633486
1960,"Management in Business, Science, and Arts","Chief executives and legislators/public administration",240680,43782.33274601064
1960,"Business Operations Specialists","Compliance Officers, Except Agriculture",90000,39724.619366666666
1960,"Business Operations Specialists","Purchasing Agents, Except Wholesale, Retail, and Farm Products",115760,51650.33415413859
1960,"Corporate","Payroll and Timekeeping Clerks",163120,22907.757715443164
1960,"Social Service","Clinical Laboratory Technologists and Technicians",198140,20555.672061199755
1960,"Social Service","Hairdressers, Hairstylists, and Cosmetologists",403520,14403.621985815604
1960,"Production","Tailors, Dressmakers, and Sewers",254080,12934.289071726636
1960,"Production","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",191460,32020.99074905976
1960,"Transportation and Material Moving","Ship and Boat Captains and Operators",43560,52668.54772727273
1960,"Installation, Maintenance, and Repair","Radio and Telecommunications Equipment Installers and Repairers",292560,41123.96000683761
1960,"Arts, Design, Entertainment, Sports, and Media","Athletes, Coaches, Umpires, and Related Workers",108640,30540.644444444446
1960,"Production","Laundry and Dry-Cleaning Workers",696200,10215.061281653301
1960,"Transportation and Material Moving","Crane and Tower Operators",143000,36792.019230769234
1960,"Social Service","Firefighters",148000,40044.931859962155
1960,"Social Service","Ushers, Lobby Attendants, and Ticket Takers",29780,4121.633985165206
1960,"Production","Inspectors, Testers, Sorters, Samplers, and Weighers",897880,24062.255981772807
1960,"Production","Bakers",135220,26191.126597633134
1960,"Corporate","Shipping, Receiving, and Traffic Clerks",335840,26487.365871171492
1960,"Transportation and Material Moving","Railroad Brake, Signal, and Switch Operators",141540,39086.35813197683
1960,"Installation, Maintenance, and Repair","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",69300,36367.73639907595
1960,"Installation, Maintenance, and Repair","Electronic Home Entertainment Equipment Installers and Repairers",111180,29706.284724721125
1960,"Food Preparation and Serving","Counter Attendant, Cafeteria, Food Concession, and Coffee Shop",271220,8140.440885262847
1960,"Production","Bookbinders, Printing Machine Operators, and Job Printers",133080,33369.30766511208
1960,"Social Service","Medical Assistants and Other Healthcare Support Occupations, nec",725840,11666.789859108329
1960,"Building and Grounds Cleaning and Maintenance","Janitors and Building Cleaners",791380,17956.406135070192
1960,"Construction","Structural Iron and Steel Workers",75440,37710.33170246619
1960,"Corporate","Bill and Account Collectors",38920,25488.478442959917
1960,"Construction","Pipelayers, Plumbers, Pipefitters, and Steamfitters",374700,38159.15674853177
1960,"Arts, Design, Entertainment, Sports, and Media","Musicians, Singers, and Related Workers",236500,21844.24269087523
1960,"Transportation and Material Moving","Cleaners of Vehicles and Equipment",109240,13003.805355832723
1960,"Corporate","Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",368760,5281.108284981031
1960,"Production","Textile Knitting and Weaving Machine Setters, Operators, and Tenders",151360,17847.369916710733
1960,"Installation, Maintenance, and Repair","Millwrights",74780,40560.85117678524
1960,"Transportation and Material Moving","Locomotive Engineers and Operators",122180,45153.67006056638
1960,"Architecture and Engineering","Drafters",244120,38130.52466185753
1960,"Installation, Maintenance, and Repair","Automotive Service Technicians and Mechanics",748940,30152.774814359742
1960,"Production","Forging Machine Setters, Operators, and Tenders, Metal and Plastic",43660,28145.932003668044
1960,"Architecture and Engineering","Chemical Engineers",43140,66354.03706536857
1960,"Corporate","Real Estate Brokers and Sales Agents",231940,45233.1128072445
1960,"Education, Training, and Library","Other Teachers and Instructors",201480,22907.109046673286
1960,"Corporate","Sales Engineers",60480,68366.39219318559
1960,"Corporate","Office Machine Operators, Except Computer",494060,17626.476339991088
1960,"Farming, Fisheries, and Forestry","Logging Workers",163540,15564.967425354871
1960,"Production","Cabinetmakers and Bench Carpenters",81640,28989.59694852941
1960,"Social Service","Law enforcement workers, nec",368420,24012.116356231334
1960,"Life, Physical, and Social Science","Life, Physical, and Social Science Technicians, nec",301980,33304.73014048108
1960,"Corporate","Postal Service Clerks",280960,29242.405013173822
1960,"Computer and Mathematical","Statisticians",28840,42806.274427480916
1960,"Installation, Maintenance, and Repair","Electrical and electronics repairers, transportation equipment, and industrial and utility",50660,32259.14782780411
1960,"Production","Stationary Engineers and Boiler Operators",311900,46127.72433455198
1960,"Arts, Design, Entertainment, Sports, and Media","Designers",152360,34894.09491135916
1960,"Legal","Lawyers, and judges, magistrates, and other judicial workers",223480,86869.49343506667
1960,"Life, Physical, and Social Science","Professional, Research, or Technical Workers, nec",364920,41574.73797960974
1960,"Community and Social Services","Social Workers",130720,29402.52253671971
1960,"Corporate","Human Resources Assistants, Except Payroll and Timekeeping",117540,46387.71348314607
1960,"Construction","Boilermakers",33080,35710.947339782346
1960,"Installation, Maintenance, and Repair","Precision Instrument and Equipment Repairers",7040,25684.5546875
1960,"Corporate","Models, Demonstrators, and Product Promoters",53000,5642.127435800604
1960,"Architecture and Engineering","Mechanical Engineers",169400,62402.87082890543
1960,"Production","Jewelers and Precious Stone and Metal Workers",43400,30229.12483870968
1960,"Construction","Sheet Metal Workers, metal-working",166000,36704.72297215861
1960,"Arts, Design, Entertainment, Sports, and Media","Writers and Authors",33340,44667.72971188476
1960,"Social Service","Physicians and Surgeons",246460,99061.42325892857
1960,"Production","Upholsterers",68700,26517.427402446127
1960,"Education, Training, and Library","Librarians",112080,22269.71622924478
1960,"Transportation and Material Moving","Bus and Ambulance Drivers and Attendants",202320,27280.9006181998
1960,"Life, Physical, and Social Science","Conservation Scientists and Foresters",42320,30489.352150283557
1960,"Architecture and Engineering","Surveyors, Cartographers, and Photogrammetrists",72640,26477.166469292206
1960,"Production","Shoe Machine Operators and Tenders",42800,21175.886939252334
1960,"Social Service","Dieticians and Nutritionists",42020,17559.4722513089
1960,"Production","Prepress Technicians and Workers",204040,36810.06832843137
1960,"Life, Physical, and Social Science","Social Scientists, nec",22620,33688.335221238936
1960,"Social Service","Baggage Porters, Bellhops, and Concierges",192340,17456.611461586508
1960,"Production","Tool and Die Makers",204880,45364.490559406426
1960,"Arts, Design, Entertainment, Sports, and Media","Actors, Producers, and Directors",20340,35673.852662721896
1960,"Financial Specialists","Financial Specialists, nec",54680,38601.102834674464
1960,"Education, Training, and Library","Postsecondary Teachers",193840,47839.34905592241
1960,"Social Service","Therapists, nec",49180,28317.629015860104
1960,"Social Service","Recreation and Fitness Workers",113020,10979.59470744681
1960,"Corporate","File Clerks",259420,10494.98292184245
1960,"Corporate","Library Assistants, Clerical",45780,11348.978246611281
1960,"Extraction","Mining Machine Operators",419600,26505.10988696523
1960,"Installation, Maintenance, and Repair","Aircraft Mechanics and Service Technicians",126440,42157.303757911395
1960,"Production","Photographic Process Workers and Processing Machine Operators",61040,20531.527229508196
1960,"Corporate","Couriers and Messengers",101180,11457.754414682538
1960,"Food Preparation and Serving","Bartenders",221240,24229.113247129037
1960,"Management in Business, Science, and Arts","Education Administrators",8060,66218.71848635236
1960,"Management in Business, Science, and Arts","Managers in Marketing, Advertising, and Public Relations",37120,52256.15905172414
1960,"Production","Sawing Machine Setters, Operators, and Tenders, Wood",109840,20064.147067395264
1960,"Arts, Design, Entertainment, Sports, and Media","Broadcast and Sound Engineering Technicians and Radio Operators, and media and communication equipment workers, all other",34500,38090.866038283064
1960,"Business Operations Specialists","Claims Adjusters, Appraisers, Examiners, and Investigators",59820,39808.903460381145
1960,"Social Service","Health Diagnosing and Treating Practitioners, nec",2040,6480.542156862745
1960,"Construction","Plasterers and Stucco Masons",60120,32551.20109780439
1960,"Life, Physical, and Social Science","Environmental Scientists and Geoscientists",20960,65562.86598282443
1960,"Corporate","Advertising Sales Agents",39780,44324.32496229261
1960,"Transportation and Material Moving","Railroad Conductors and Yardmasters",64360,43553.93940006217
1960,"Construction","Insulation Workers",21300,39412.26873239437
1960,"Extraction","Explosives Workers, Ordnance Handling Experts, and Blasters",9660,26253.450621118012
1960,"Arts, Design, Entertainment, Sports, and Media","Artists and Related Workers",130740,34086.48686868687
1960,"Corporate","Dispatchers",65440,33598.33391929074
1960,"Architecture and Engineering","Aerospace Engineers",54760,67430.65308732189
1960,"Life, Physical, and Social Science","Psychologists",13900,50793.7218705036
1960,"Architecture and Engineering","Materials Engineers",19900,63185.63949748744
1960,"Architecture and Engineering","Architects, Except Naval",32620,71004.91164929491
1960,"Corporate","Securities, Commodities, and Financial Services Sales Agents",30520,65006.99806684142
1960,"Architecture and Engineering","Engineers, nec",92360,63165.99101342572
1960,"Production","Model Makers and Patternmakers, Metal and Plastic",45700,45012.18630196936
1960,"Transportation and Material Moving","Subway, Streetcar, and Other Rail Transportation Workers",9480,34550.99535864979
1960,"Management in Business, Science, and Arts","Property, Real Estate, and Community Association Managers",66460,22846.90019560638
1960,"Farming, Fisheries, and Forestry","Forest and Conservation Workers",25520,26914.652957413247
1960,"Production","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",23240,37021.73370689655
1960,"Production","Power Plant Operators, Distributors, and Dispatchers",29500,41318.918169491524
1960,"Life, Physical, and Social Science","Biological Scientists",17040,39887.894947121036
1960,"Social Service","Optometrists",17480,66155.78466819222
1960,"Technicians","Engineering Technicians, Except Drafters",97040,41577.65297815334
1960,"Production","Etchers, Engravers, and Lithographers",41160,44298.501069518716
1960,"Arts, Design, Entertainment, Sports, and Media","Entertainers and Performers, Sports and Related Workers, All Other",15820,27145.452338811632
1960,"Computer and Mathematical","Mathematical science occupations, nec",10100,46806.1402970297
1960,"Arts, Design, Entertainment, Sports, and Media","Dancers and Choreographers",33280,13695.568885542169
1960,"Corporate","Communications Equipment Operators, All Other",27480,30077.27596504006
1960,"Transportation and Material Moving","Conveyor operators and tenders, and hoist and winch operators",73320,30458.18993993994
1960,"Architecture and Engineering","Petroleum, mining and geological engineers, including mining safety engineers",12760,63870.46465517242
1960,"Transportation and Material Moving","Sailors and marine oilers, and ship engineers",49700,28774.91195171026
1960,"Business Operations Specialists","Buyers and Purchasing Agents, Farm Products",20500,37554.64390243903
1960,"Farming, Fisheries, and Forestry","Graders and Sorters, Agricultural Products",71360,6139.803154795289
1960,"Life, Physical, and Social Science","Economists and market researchers",22180,60780.51638086642
1960,"Life, Physical, and Social Science","Astronomers and Physicists",14120,61961.44815864023
1960,"Transportation and Material Moving","Transportation workers, nec",41980,18969.463577894236
1960,"Construction","Glaziers",17580,35836.331207289295
1960,"Social Service","Chiropractors",16200,51960.72919753086
1960,"Corporate","First-Line Supervisors of Sales Workers",14220,23022.335513361464
1960,"Production","Crushing, Grinding, Polishing, Mixing, and Blending Workers",10220,28505.097553816046
1960,"Transportation and Material Moving","Aircraft Pilots and Flight Engineers",29020,80271.9727429359
1960,"Social Service","Veterinarians",15800,64358.758227848106
1960,"Management in Business, Science, and Arts","Funeral Directors",41880,50432.427817574026
1960,"Corporate","Mail Clerks and Mail Machine Operators, Except Postal Service",9460,35557.679069767444
1960,"Social Service","Opticians, Dispensing",24900,33357.63307877814
1960,"Construction","Helpers, Construction Trades",3620,16098.767403314916
1960,"Farming, Fisheries, and Forestry","Fishing and hunting workers",53880,18774.93801115242
1960,"Life, Physical, and Social Science","Agricultural and Food Scientists",9420,39766.15721868365
1960,"Life, Physical, and Social Science","Physical Scientists, nec",4800,51518.449583333335
1960,"Construction","Paperhangers",15400,19393.485
1960,"Production","Textile, Apparel, and Furnishings workers, nec",12160,20882.49498355263
1970,"Education, Training, and Library","Elementary and Middle School Teachers",3989700,30057.315687896335
1970,"No Occupation","Unemployed, with No Work Experience in the Last 5 Years or Earlier or Never Worked",186944400,3894.2383324663974
1970,"Installation, Maintenance, and Repair","Automotive Service Technicians and Mechanics",1829600,36505.8102864014
1970,"Education, Training, and Library","Teacher Assistants",402500,9638.195279503105
1970,"Social Service","Police Officers and Detectives",796000,48283.707537688446
1970,"Food Preparation and Serving","Waiters and Waitresses",4273500,8061.632572832574
1970,"Building and Grounds Cleaning and Maintenance","Janitors and Building Cleaners",3419000,21676.713132494882
1970,"Transportation and Material Moving","Driver/Sales Workers and Truck Drivers",4777100,36508.46515668502
1970,"Social Service","Dentists",208500,122655.08489208632
1970,"Production","Other production workers including semiconductor processors and cooling and freezing equipment operators",9252700,25630.642688080236
1970,"Production","Packaging and Filling Machine Operators and Tenders",1956000,16776.073517382414
1970,"Transportation and Material Moving","Material moving workers, nec",4411900,23579.24952968109
1970,"Transportation and Material Moving","Laborers and Freight, Stock, and Material Movers, Hand",3291500,18972.327753303965
1970,"Corporate","Retail Salespersons",8809200,18701.48909095037
1970,"Education, Training, and Library","Secondary School Teachers",2488900,38969.796697336176
1970,"Social Service","Clinical Laboratory Technologists and Technicians",307700,27810.598310042253
1970,"Management in Business, Science, and Arts","Managers in Marketing, Advertising, and Public Relations",1185300,69520.88880452207
1970,"Corporate","Sales and Related Workers, All Other",1156500,21908.621184608735
1970,"Community and Social Services","Clergy",483500,37031.55739400207
1970,"Production","Inspectors, Testers, Sorters, Samplers, and Weighers",2532200,28022.387094226364
1970,"Corporate","Bookkeeping, Accounting, and Auditing Clerks",4365300,22801.392985590912
1970,"Management in Business, Science, and Arts","Managers, nec (including Postmasters)",10087800,65511.93353357521
1970,"Social Service","Medical Assistants and Other Healthcare Support Occupations, nec",401800,15406.045296167247
1970,"Corporate","Secretaries and Administrative Assistants",8288800,20372.520340700703
1970,"Construction","Electricians",1067800,49488.07894736842
1970,"Farming, Fisheries, and Forestry","Logging Workers",233600,23686.519691780824
1970,"Production","Sawing Machine Setters, Operators, and Tenders, Wood",264500,25110.77618147448
1970,"Social Service","Childcare Workers",1554400,5673.293103448276
1970,"Social Service","Registered Nurses",2407200,25043.284521435693
1970,"Food Preparation and Serving","Chefs and Cooks",2721300,13904.672619703819
1970,"Military","Military, Rank Not Specified",4371800,26097.03138295439
1970,"Social Service","Nursing, Psychiatric, and Home Health Aides",2246900,13994.497841470471
1970,"Construction","Painters, Construction and Maintenance",981500,28460.30412633724
1970,"Production","Welding, Soldering, and Brazing Workers",1406700,36592.24468614488
1970,"Social Service","Hairdressers, Hairstylists, and Cosmetologists",1415100,15777.541375167833
1970,"Corporate","Word Processors and Typists",3675800,16694.9073398988
1970,"Transportation and Material Moving","Taxi Drivers and Chauffeurs",388400,26232.189237899074
1970,"Corporate","Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",966900,7606.38432102596
1970,"Production","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",400600,37414.03469795307
1970,"Building and Grounds Cleaning and Maintenance","Grounds Maintenance Workers",1121100,16631.259834091517
1970,"Production","Sewing Machine Operators",2863900,14458.955619958799
1970,"Production","Shoe Machine Operators and Tenders",188700,17322.67461579226
1970,"Corporate","Office Clerks, General",5092600,19464.340179868832
1970,"Community and Social Services","Counselors",247400,46982.88197251415
1970,"Corporate","Shipping, Receiving, and Traffic Clerks",1032300,30145.88578901482
1970,"Management in Business, Science, and Arts","Farmers, Ranchers, and Other Agricultural Managers",3760000,31353.6960106383
1970,"Installation, Maintenance, and Repair","Avionics Technicians",118100,42320.12277730737
1970,"Building and Grounds Cleaning and Maintenance","Maids and Housekeeping Cleaners",5015400,10584.88800494477
1970,"Transportation and Material Moving","Ship and Boat Captains and Operators",64600,54898.961300309595
1970,"Corporate","Telephone Operators",1336800,17779.871409335727
1970,"Production","Stationary Engineers and Boiler Operators",418800,45785.2194364852
1970,"Life, Physical, and Social Science","Conservation Scientists and Foresters",105800,39347.171077504725
1970,"Social Service","Licensed Practical and Licensed Vocational Nurses",669000,18857.998206278025
1970,"Production","Machinists",885700,42425.574799593545
1970,"Farming, Fisheries, and Forestry","Agricultural workers, nec",3854700,10144.204244169456
